"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
3254,1019,2131,2728,2513,2589,1614,101,578,272,1313,100,1740,1999,524,3566,3520,2432,2467,3538,3550,3151,3217,2186,2363,1289,176,2723,1176,2250,757,2374,1185,660,761,11
2216,2313,3208,493,1281,622,3176,1670,3567,2671,3469,2872,1017,1057,1665,2292,1266,2693,998,3223,3191,520,4,3526,667,2949,3224,1117,561,3310,821,2952,1852,3255,1105,2588
754,2481,2968,700,1674,1326,3219,3515,634,1488,1820,3054,1341,2302,1258,2048,1978,852,2856,1993,2710,2433,211,1154,487,366,431,1775,77,2055,1004,2221,3422,3122,2502,2376
1041,1936,2791,2259,1766,3116,800,1722,458,3379,2175,3020,1200,2831,1612,3159,363,1948,2466,2342,1514,654,1789,1342,1632,2184,69,895,1343,2751,2570,2943,186,2260,2704,2023
1077,1675,2871,732,2421,1692,1386,3464,207,1128,1643,3423,663,3399,1655,3279,1437,864,206,2732,53,2846,2477,2115,2787,1818,1343,490,69,543,530,3525,3473,2023,1352,186
1173,3106,3376,1937,1344,2009,2431,679,191,2510,2735,2347,2092,719,2099,1752,113,1931,343,1817,401,885,1638,3482,1988,633,1513,1078,1685,1189,3351,2893,2470,2987,2684,1433
2678,1673,2928,1373,779,1626,1239,691,163,1315,1912,3093,132,1468,1183,555,2326,2318,862,3575,3037,3325,2616,2111,1272,1191,886,515,3205,74,1578,2299,2476,10,187,3227
214,1094,2759,1144,652,519,1791,591,2584,1358,1966,419,1805,2381,2351,1446,1735,1213,629,2295,473,2714,342,896,516,1990,502,406,3172,2217,2863,2064,2780,2750,2773,840
470,2275,1950,3492,390,2346,300,235,3181,1161,142,1689,2542,3345,531,1777,1616,484,1323,1553,2441,2870,1637,1020,1131,3385,1867,1595,1538,3295,2154,766,730,3561,2696,2722
3345,300,31,1323,2696,2078,1950,1595,2542,1949,2473,2436,1161,470,614,2154,3255,3038,2346,1552,1538,235,2441,3224,3056,1636,904,457,3526,395,1777,2275,1533,1665,1970,390
1808,1196,3406,3482,893,885,314,2470,1243,679,3131,3351,3487,113,3421,124,2386,719,983,1148,2009,1513,678,3376,1793,1420,953,3266,2347,122,191,2388,1851,1549,2516,3144
1976,1516,3456,96,2437,3174,2276,1496,2840,2080,3508,2591,2460,1033,3363,2012,2532,854,2900,3293,3215,80,1774,801,2394,1596,625,73,2628,335,2860,2238,1583,2659,3134,1646
762,856,3259,1123,1898,1821,97,3165,3282,733,1364,1693,3120,117,3569,3249,648,84,275,3354,1005,2462,2727,3605,1357,1014,2059,403,3235,1718,1679,608,819,913,2716,1142
1855,3058,1432,2160,42,1706,195,1067,2974,1459,3173,12,2555,16,542,1413,2040,897,3391,642,1103,2353,2065,740,2336,2503,1669,513,2976,2003,2686,2320,3536,388,3121,664
1840,1330,2969,47,1714,1392,3594,399,1991,1027,389,1349,3451,3170,1109,924,3313,3040,597,1199,918,1361,229,2806,3263,352,858,66,796,420,3387,2171,2463,317,544,2401
3611,3377,385,2483,2291,945,2150,2488,1523,319,957,3431,119,3539,706,267,2316,3269,3050,2430,2703,2650,123,1807,1448,2911,33,820,1858,3382,460,3323,3343,440,3085,1221
1529,755,2762,2848,425,2415,2984,3571,2385,294,49,3118,2897,2020,1850,3529,2994,2605,972,1059,2681,51,676,891,2945,2804,689,3593,1210,1744,2357,2940,1628,2818,1085,1023
3424,2525,210,2639,25,2203,1192,1018,2531,593,1367,2110,3349,721,276,1725,2699,3204,2929,477,1355,1829,2016,165,1953,2452,1865,2207,3034,3438,713,3512,3108,2809,2941,853
218,1254,1204,496,1157,1981,2526,297,2420,2596,1568,2165,668,253,3317,2936,2293,2497,874,1151,376,2812,1478,285,1037,2334,1879,3266,2842,961,1851,1250,2387,1816,729,1148
2578,3579,2195,1719,697,2378,3589,2763,2963,2164,1837,2748,914,1900,923,1391,2805,657,3252,2649,2398,3465,1811,2264,1747,780,1042,651,775,816,3199,1503,1155,3414,1476,778
2478,1311,1711,24,888,3343,2690,1418,901,33,1853,2703,2551,3353,190,623,1968,3539,3147,2407,2290,3260,2193,3382,2802,1165,319,3050,2150,1499,1119,1662,3281,905,3312,3377
245,910,2202,1579,1247,428,1054,1758,843,147,2506,705,1482,3359,380,1709,922,1933,1870,1143,2869,707,1726,299,1316,440,173,851,3564,50,2063,2911,340,1277,1858,2507
2838,1751,2859,2850,2403,3527,1234,669,3572,1894,1508,647,2224,1261,3024,2652,1846,120,1072,2966,523,2958,1907,3495,1527,2538,3582,2330,1186,178,2512,2031,459,2043,263,2205
2320,1944,2577,223,454,2352,2065,3536,649,1926,2574,2495,642,2976,3064,2645,1861,1672,3173,2040,2336,3258,1649,3272,141,489,2798,3560,3395,1913,12,2135,3285,1053,195,2331
1478,2936,2526,1151,2165,3266,1851,1204,2596,1037,1148,1254,1250,2497,3487,678,983,1530,1157,1562,2420,668,1112,2842,314,1981,1202,2334,1243,122,218,285,1262,3406,3421,1684
516,1337,2064,790,840,3276,1581,1735,1398,398,2714,2029,406,154,1697,2584,1975,140,1966,971,2137,1399,2081,309,2759,2729,156,1244,2381,2217,1990,2711,2864,26,986,652
3166,2751,750,2260,3138,2201,2972,895,3407,114,3159,2828,2017,592,458,2866,1514,1087,3178,2704,2300,2599,2456,2831,323,199,2259,590,3185,3379,2196,3502,1428,1041,1118,2342
3265,3557,1918,3590,1984,1875,2365,510,2509,1631,2702,711,1795,1473,1265,266,501,1474,1238,1308,213,1359,1050,3437,2515,1700,1710,2050,3086,1681,2134,552,2355,672,2005,3109
292,1593,3014,981,714,2153,369,2874,2626,1440,2635,2630,992,430,703,683,2223,739,146,1965,1331,3127,1857,1088,1216,942,2816,1794,1951,1742,1134,3027,41,1122,92,137
611,1883,479,1129,381,3516,3447,525,2590,518,2198,1201,810,1806,116,251,3599,3010,804,1971,66,858,1133,2914,1419,941,3059,1834,1862,1676,2401,2757,317,1683,1601,1142
2408,1531,736,2745,2768,1026,2841,2307,2143,2926,769,302,1925,2327,1116,2743,3454,3336,1772,3297,2767,2369,434,2883,2138,1489,1106,3048,2045,3553,1733,215,1854,2105,855,2660
1317,2379,903,2607,1167,3583,52,671,3418,1650,1889,2315,1029,932,1749,1924,3403,1064,3494,908,37,2915,2582,2493,3319,2183,1541,2851,2971,917,674,1101,3499,1460,1629,3004
1400,2035,27,604,2977,2238,512,2226,1334,73,1092,2394,1659,1540,1812,2980,1236,2532,1423,975,3361,1686,3486,3215,1935,393,1033,3293,2591,126,2934,2691,3405,222,1838,1496
3032,2545,2022,2633,2680,2241,2581,2518,3160,1640,2062,3433,710,3267,2982,439,547,2033,3143,413,383,1778,192,2489,1422,2701,1177,2047,1467,3287,943,3513,359,2172,867,1580
1223,2778,132,862,1301,3037,2844,3218,361,1239,691,1093,3280,1389,2678,3575,2640,3325,3146,3555,1673,1468,1932,1611,779,2326,244,2624,175,1497,2350,1550,10,3558,2593,2476
910,1565,843,1247,2506,922,245,380,428,3359,1316,1758,2202,707,147,1482,1054,1726,50,299,2507,705,1933,1143,2740,1709,440,1870,2142,851,340,3564,3158,2335,2869,1858
1762,203,2047,242,413,3267,3000,2683,1963,1594,1640,2581,1897,2622,1467,3244,3143,2633,2159,281,1615,1136,1227,1698,439,2241,710,2188,2553,3032,359,1536,3513,938,1577,1952
3276,2064,406,2137,1697,309,1569,2029,1990,1735,838,2864,1337,516,1966,2319,156,3608,790,1975,840,541,1244,2351,2863,3253,2584,2189,1868,2759,1398,3245,65,2714,3390,1094
2933,2455,1715,684,3534,3321,827,3542,326,1493,162,3517,1524,2585,1124,3045,2107,570,483,2073,2843,3076,564,467,786,2719,650,1902,1,1052,756,3136,166,2028,3117,394
80,1987,1435,2900,1159,3134,1596,2080,2496,1954,2628,2197,2460,2688,2339,2012,1668,589,2437,179,854,2491,3236,2860,2276,2277,812,1774,798,2579,3172,2840,2808,472,2453,1976
423,3290,571,58,2619,3257,1941,240,1370,1441,2236,915,1443,2447,1890,3301,906,2961,3044,3442,818,807,1876,2465,2978,3388,1248,392,639,3216,471,1617,257,1160,771,1015
1609,2163,1888,3253,2341,541,838,65,59,873,475,3245,3608,980,2319,2019,3046,2964,1868,309,135,330,2137,3426,2274,1656,2863,2038,598,143,2864,1222,1990,3049,246,2700
38,2576,869,3007,386,3210,844,2414,2399,907,2112,337,2123,584,2098,2646,944,2638,1409,3080,1294,645,3001,1375,2663,1517,2254,2931,808,600,613,1757,958,2993,2167,2552
68,1923,185,1800,3202,2177,3167,1863,465,860,1230,2271,3375,1158,139,3587,106,3175,2847,1680,797,3130,1909,966,1246,1972,483,756,1268,1520,1723,1319,3076,443,2082,3311
2742,402,3528,656,2328,2206,2304,720,3220,241,2890,764,2103,437,881,3335,170,2185,3306,2535,1790,2179,661,110,747,664,643,3577,618,574,1471,1519,2587,3137,3222,3596
1896,2074,37,674,580,228,2227,2952,1739,1029,2582,3036,4,90,52,3494,111,952,1057,903,1064,3418,2949,3191,3128,3499,3330,2726,1512,2018,3567,1167,2183,2597,637,859
3180,680,3361,1878,1423,2967,222,702,846,2308,512,2934,2429,1236,17,3498,716,1659,535,3293,604,801,1599,794,1190,1400,532,3318,975,2178,3164,2394,3585,335,1998,2226
1062,3031,2792,1074,1942,2425,640,411,407,601,48,2613,1107,848,339,565,521,345,375,2128,1436,3574,2072,1393,765,63,993,2050,2005,22,1748,1996,3073,1663,1681,2296
368,2354,182,1887,288,1979,1269,1481,2273,1743,2261,3346,2039,1309,2867,1395,45,2572,70,95,2737,171,1224,2166,1848,1472,2989,1049,2204,576,1720,3091,3430,520,2571,3088
369,292,1572,430,981,2626,1965,992,3014,683,714,1794,146,1440,2874,2153,1122,1951,2535,1134,1471,703,1331,1088,2635,2223,137,1678,829,2630,2179,1857,3127,739,1509,3598
1615,1136,1467,3244,242,2047,359,539,1963,1580,938,1640,2036,203,2472,439,2553,3267,2212,2309,1762,1778,2622,413,3446,2188,979,2241,2633,3051,2474,3000,2581,850,2062,3099
3255,2696,1538,3224,1161,3345,1553,2436,1665,3310,1777,1950,2078,3561,3526,3469,300,2346,3038,2588,1637,1266,31,395,1323,142,470,1670,1552,2313,2473,429,2542,493,3223,390
3134,2900,2460,854,2339,2860,1583,2197,2840,2080,625,472,1987,80,2437,3363,812,353,1435,1668,1159,3215,798,1516,3174,2691,2012,1831,3028,2276,2496,1033,2628,164,1976,2776
2395,523,2031,3024,2958,2095,1894,1527,1767,2652,2859,1508,2043,728,3383,2850,2538,2482,178,2403,3226,2232,3572,1566,120,579,2266,2156,2838,2733,263,1186,1463,3527,647,1262
2396,2113,197,354,1836,3206,2560,1618,865,3066,1946,2109,603,2889,1704,1312,2552,3514,2115,1449,1291,3331,695,3525,347,1517,1688,613,3283,2708,2477,2410,787,3501,645,3279
1190,702,507,2484,3164,2429,680,716,3277,1895,1872,535,2967,1998,3273,1671,846,2091,2934,2000,2718,1590,532,3180,1913,18,794,1992,557,321,1423,489,3498,802,2283,2985
2071,1215,1166,1652,2340,2765,3370,899,1491,2101,2141,1830,1961,1360,1214,940,1404,2037,2136,723,2766,3367,1397,485,1606,2546,3216,1248,1372,2389,2311,2997,1015,307,1160,351
2852,2013,1834,1130,1971,1806,3092,1295,753,682,2590,3447,1279,3348,1676,987,804,1883,3260,1662,86,1784,2879,268,3580,572,251,1129,810,611,2802,317,3104,3085,2757,1573
1169,2726,984,2102,637,2015,3063,2550,2018,667,2902,90,548,1852,2263,2194,1739,3191,2183,2693,748,209,2671,1314,789,3494,3153,1321,1896,2952,561,3004,1057,2119,1352,674
1023,689,1035,2392,2673,1097,2605,2027,2311,2945,1884,1168,1210,49,3183,2136,2359,2169,3118,497,2415,2660,723,1961,3367,3529,2298,1434,1485,2940,899,3593,2848,2332,434,3228
2088,315,1303,3203,950,1100,3095,2612,2785,2620,3475,115,3497,1240,2544,1332,991,1058,1028,2689,3049,1002,2905,1620,1773,3607,3105,3563,1176,11,909,3426,2923,3302,176,2218
1492,2627,3338,2317,2,3192,2519,3009,686,1621,2602,781,581,3408,2417,1290,1090,553,3150,1208,3083,102,1871,3304,2712,107,566,3389,3444,538,1255,2430,1713,184,2682,2891
2037,307,3558,1611,2101,2766,2389,2765,1932,2640,3341,1360,2141,2190,244,3218,1652,2997,1372,1958,1093,2071,1600,1301,599,2314,1491,2350,3280,1397,1404,175,1215,384,1346,1223
1410,1286,1065,1825,782,1365,2942,677,855,1525,279,2549,3296,2764,1893,880,2883,3474,3553,20,2280,2586,1079,2002,1116,2508,3441,687,2138,699,2474,43,2176,2329,2143,2752
635,1147,188,626,1534,3148,1114,55,1754,3457,537,1322,1182,2500,1630,2657,72,1096,1456,2987,127,602,1377,2057,1638,3448,1934,3278,1078,1641,1802,2504,1475,2248,3568,1483
1585,59,541,1888,2019,3245,2319,3253,2341,980,1656,598,838,2163,330,873,2863,2700,3608,1222,135,2137,65,1990,1716,2453,342,2780,475,2964,309,2956,2351,3426,2277,3046
2282,1080,568,1152,2730,1427,157,3592,1007,3069,150,1187,1539,3371,474,1197,248,956,616,1457,2133,1776,2824,1480,2383,2568,1989,2692,1977,1171,2625,514,136,767,3237,3360
3558,1932,2640,307,1606,3218,2037,2190,244,1301,3280,2766,2389,1093,2101,2350,3341,1223,1958,175,2141,3037,1578,2765,384,599,1360,3146,2997,2844,1372,3325,2778,1652,486,2314
2943,2342,3379,2791,1632,2175,1624,2148,2259,1514,1766,2184,2108,199,3159,1547,722,1948,2492,3026,2799,1060,458,1041,3116,3407,3020,725,2023,2260,594,1936,1194,2456,2751,1343
1622,1466,875,2281,3212,1032,269,3061,355,3102,717,2262,791,1928,1184,1414,308,1307,974,688,3111,2807,1209,2152,1024,2705,1731,1132,928,965,3079,1915,3247,3142,632,2458
2728,1019,1740,524,3538,3151,272,1544,757,1324,1313,1185,3254,2024,2513,3550,176,2427,3566,2131,1176,2927,2589,2486,2912,2432,3522,1002,2225,1289,578,332,100,57,991,468
1594,1467,359,1136,2036,539,3244,2047,2212,2309,439,2472,242,2474,1640,1778,938,3446,1963,1580,2553,2280,3267,20,1318,2241,3186,979,850,2062,203,2764,2633,383,3051,39
1867,1689,1131,730,235,2275,3492,3295,621,949,2441,470,484,328,1011,1799,1552,2542,2722,3181,2629,390,1533,2154,1950,300,2286,2230,3385,2346,1323,1378,3242,531,1636,3345
3551,2447,1938,3442,1876,2833,1441,1980,2962,240,67,1507,571,2465,3033,1901,2978,2523,2619,423,3301,3500,577,2706,2895,906,814,624,506,2337,1584,2390,771,2246,1844,1160
3206,3514,695,347,2113,603,2109,1598,2410,1342,2477,865,1836,2708,186,654,2396,2115,2552,613,197,354,363,800,1655,207,1312,2953,2570,3525,1946,69,808,3066,3279,1200
2512,462,1072,828,2810,3422,2055,2224,237,2966,3309,2710,1036,669,2048,1907,2695,1417,3505,1751,1775,1261,1488,2205,2522,1234,1820,480,1993,30,2777,2838,700,3404,2149,3495
1240,3426,3607,2620,400,135,2544,873,3049,315,1495,1222,2964,2923,1303,3095,980,1633,143,2905,2321,2785,2341,1028,1604,2088,1888,387,330,2956,475,2784,3203,3497,59,2839
3192,1492,2712,3408,2891,2627,2417,1290,2950,1605,538,2602,1255,3338,2600,2642,64,2,3009,1815,2051,3389,3198,566,1645,2317,102,1433,1208,2349,781,2893,1415,1770,2042,2519
1928,1613,3061,2281,355,875,791,1209,1466,1414,1132,1032,974,3102,269,632,3212,965,2215,3111,3079,1184,3247,2807,2501,717,308,2158,2262,900,2720,688,2152,1660,189,1307
2614,805,841,1310,1461,1347,612,227,2257,963,871,2006,1922,1431,1396,2368,3334,607,1084,2543,405,1000,76,2826,3493,2946,212,338,2540,1111,21,2068,3075,1048,2367,1627
2108,199,2342,2492,2943,2799,1612,2672,594,1514,2148,2456,3379,1864,1632,968,3026,3407,305,3159,2791,1532,2175,658,3360,2260,3502,1060,592,722,2259,1500,2184,1217,3138,2692
298,1288,177,1025,283,1253,1126,3393,3070,1267,1350,2284,1120,1153,260,358,2644,2965,1522,916,3289,2053,3078,2400,1917,3453,892,620,585,675,1146,2793,1892,83,3518,2988
779,3093,2318,1912,1550,2928,2326,2678,1191,74,1183,1373,691,886,187,1272,1673,1315,3325,132,2476,2299,1239,2862,13,2788,2616,163,555,1542,2409,3037,1986,1468,1843,2111
3562,3232,2946,1299,2543,527,1922,1084,1048,3503,2257,1783,405,2773,1310,71,963,2070,1111,841,26,1000,896,1347,1769,502,2217,1623,1396,2081,256,805,140,338,1358,2381
3593,2994,1515,51,2896,2898,3118,497,3571,1874,1797,2045,1210,425,749,1059,3048,2105,2605,2415,2027,2660,362,356,1376,2096,302,1529,2897,3336,1023,2170,1560,3454,1489,2357
1232,1924,2851,2565,2405,3319,3387,1388,1889,270,2268,1650,597,2049,917,2541,908,1317,918,1055,3451,995,2797,1064,1199,1167,932,1108,2607,344,3594,3499,104,1101,3372,1575
3457,188,2987,1754,1638,1147,626,127,1752,2500,1608,1078,2657,191,55,635,1475,2057,2510,1173,3351,3148,537,719,633,1456,2386,1534,3376,602,1182,1076,1937,885,1096,1114
1308,1359,1265,266,3590,3557,552,2944,2509,1571,672,2702,2921,3265,213,32,1681,1984,646,811,1425,1473,644,1918,2050,1677,1875,1700,1474,3574,911,510,1069,3600,521,711
2148,722,2175,2184,2943,1612,1060,2108,725,1948,2791,2342,3026,1194,1766,2023,1624,3379,2692,1989,594,2492,3020,1343,1547,2259,199,155,53,1514,3360,3116,136,2799,3159,3399
400,2839,1222,387,1495,2956,330,2321,135,3417,3607,2776,980,3506,2923,1716,1620,1831,1380,873,59,3489,1656,2784,3028,3426,2544,798,2620,812,2820,1888,2905,2453,472,1240
2741,238,2882,1284,1737,341,1063,3071,1285,60,1212,2580,3062,121,2830,3365,3003,1847,333,2895,3500,1009,2887,3034,2809,1275,1263,3428,1252,1839,2246,2929,2390,2760,3402,1921
503,3434,2529,734,834,445,322,1138,2990,3065,2021,349,3112,959,996,2527,819,2892,2032,1374,1654,2237,2059,2373,1691,208,3605,426,3043,29,2996,1453,648,2918,1661,3221
1533,3056,2154,1949,2441,614,1323,2542,31,1011,235,300,1553,1131,904,2473,470,949,2078,3345,1616,457,1950,2275,2696,730,3476,3038,1552,1799,2436,970,1161,1595,1689,1867
1777,142,2870,792,3561,429,2346,1538,836,531,2597,2588,1161,390,766,1738,3310,3128,1950,1595,1552,3224,2621,3181,955,1020,3330,111,1266,2949,3345,3492,999,3087,3469,2227
191,1752,1630,2987,3457,1173,719,1078,1754,3351,3376,2510,188,127,2500,2386,633,1147,1549,1937,1475,885,626,2657,679,2099,1196,1608,2009,2057,55,3106,373,3482,537,2431
2656,2771,2704,2196,408,1789,494,444,902,2017,2831,2466,2167,988,895,3178,2623,1722,2931,1181,2663,2993,3166,2972,458,1041,2570,1647,350,1200,1409,40,2751,2953,1936,2599
2241,439,3267,2633,2047,1467,2581,359,2062,1577,1580,1594,1778,413,3032,2680,1615,242,383,3143,1762,710,2212,2982,2545,2022,2036,203,1136,3244,1318,2683,3160,2518,539,1963
602,3568,1483,2144,978,1934,537,3332,3169,709,2057,2324,1415,3182,2657,1076,3148,2632,433,2642,626,1645,127,1475,1322,1815,1754,373,1802,2041,1608,2950,1078,1534,2349,188
758,2836,2913,1899,588,378,2170,2384,1658,595,3161,832,362,2181,2468,129,2358,3163,356,826,749,1164,1376,1708,415,1712,1188,2530,2919,3256,1874,2413,960,2333,1651,2244
2846,2787,864,1692,3279,2871,1703,3525,3423,3473,1548,207,3501,2571,543,2421,2115,1077,1720,1312,1224,865,490,1073,1437,3491,1675,732,2477,1655,3283,95,877,3464,603,1128
61,99,1083,2557,2664,3268,1110,2213,1745,1526,2222,2539,509,1973,1320,3436,1657,1969,659,546,1390,3039,2725,3124,3480,271,1174,1113,1139,631,2094,247,2536,301,813,98
2600,1076,2950,373,3332,2642,2891,2893,1475,3568,1415,2057,2712,64,633,1815,2144,3408,127,602,1078,538,1255,1641,2632,709,401,2099,2657,1621,2510,2349,978,1433,2417,2987
2145,2659,2087,3288,1702,1960,1774,7,2697,2579,3610,1465,1356,2808,3461,2628,2012,2564,2865,589,2276,168,80,3008,3236,2845,1976,1159,2080,2118,1954,2437,2750,1555,1583,2900
743,40,350,1841,902,988,1181,2162,2800,1271,3178,2771,696,1945,2599,737,494,2196,2168,1118,311,600,396,2450,2093,2931,2972,2017,2656,1639,582,2866,1486,549,2167,2704
1088,1857,409,738,3081,1371,1440,137,2067,3027,1859,2920,683,703,876,216,499,2858,981,1951,3014,2548,3598,1276,310,2558,1216,2637,802,3455,2626,708,321,2635,3432,793
3285,2336,1861,2003,3536,88,897,2587,3560,454,642,2380,1669,2495,1790,2832,12,2320,542,664,2352,1067,3395,437,1567,701,3306,3173,1509,2065,2353,1672,2304,1944,1678,2160
908,932,2607,1317,3319,1924,1101,3387,1575,671,1889,1629,1199,2915,3583,1167,2565,2851,1361,3451,2060,597,2379,903,1064,2493,917,1232,2405,1749,52,399,2547,1388,2315,2268
2701,129,867,2530,2817,415,3275,3496,2033,832,2489,1658,3287,1188,1505,826,3160,2836,3433,2468,105,982,2220,145,2022,588,943,2181,2982,1899,1177,960,1452,2413,2680,1642
2765,1491,1600,1360,1215,2101,2766,2071,1397,2340,940,2037,2997,1166,1606,2141,2546,1830,1346,3370,3341,899,1214,3558,1404,2654,307,1160,2389,1248,1961,2314,3216,1611,506,1372
563,1826,1510,89,138,3483,3416,2247,1730,793,1927,2272,2130,3194,3455,2411,2685,2755,1664,2199,2674,219,1216,942,1964,1276,3241,1814,144,876,1362,92,2609,3018,3027,2487
1044,403,2059,1138,2996,3112,2716,261,819,1693,503,2032,2344,84,648,3434,3586,322,2454,450,1014,1635,2960,3605,1898,349,1821,734,1338,1374,2529,947,1364,97,959,1421
1077,1128,2477,207,186,69,1343,732,2871,2115,695,363,3399,1548,603,3279,3020,1342,1386,865,3525,2023,1675,1948,1618,347,3116,1692,800,1643,2113,53,2846,1766,2421,654
2453,1716,2019,2700,59,330,2956,798,2277,598,1609,980,2776,1668,3245,2780,1222,1888,812,2863,342,2839,2197,1633,541,1585,135,2496,873,2491,2319,1831,2295,400,1987,2341
2725,98,2539,1113,1110,1083,2803,659,2056,1139,3268,61,3357,3459,1969,1022,509,1644,189,2501,2536,1779,562,247,2222,2664,2213,2085,3042,99,271,3016,1390,3596,2215,2557
826,2181,1899,2836,415,129,2413,3496,1642,2384,832,1651,145,1164,378,588,867,2530,2908,105,2534,2468,3287,758,2913,1188,1708,2701,3163,2817,2170,3449,3275,236,2033,3161
1423,2226,2934,1400,512,975,532,604,2967,2035,3361,3486,716,1576,1236,1873,1590,1812,702,27,1998,2238,2394,2985,680,1092,222,2835,1878,3405,1190,2977,3293,2348,3180,393
900,965,3247,1203,3294,2416,44,1132,336,2648,1414,1001,2158,1511,355,3111,1450,1242,3016,2661,632,3025,1384,443,1928,2930,2281,2312,3576,3102,2973,189,1972,1622,481,688
3394,3256,426,2919,1374,959,2333,1338,3161,2244,3065,322,2310,3163,3043,2358,2032,734,259,1708,1421,3586,2161,1712,2527,445,3112,378,758,503,1906,3221,2384,2996,1635,595
3348,3085,3092,3382,3353,3260,2013,268,33,901,706,1279,753,888,1807,2852,319,2802,1130,1601,3580,3343,1919,1711,3539,1523,623,1295,2879,385,987,1564,1448,3377,1971,905
22,1259,2924,2618,339,2072,586,601,2744,1705,273,407,63,3238,1382,3251,2792,1393,3184,848,1127,3031,3597,3229,303,3230,3472,6,1074,565,3073,243,1089,1228,1591,1996
2130,3416,370,1362,286,219,2687,2685,563,2199,3603,1206,1880,1510,1504,2247,3018,2855,1653,1957,1043,1717,2272,1826,108,2674,1814,2821,3369,224,2583,3483,2770,3194,463,360
3224,3526,3469,3255,1670,2313,493,3310,1595,2436,3223,2216,1266,1538,395,2696,1545,1017,2588,3561,3038,2078,3567,1281,2245,821,3208,3176,1161,3345,1970,2949,1553,622,998,1777
3179,3368,619,2443,1381,2979,3585,2655,3318,3552,1866,2878,3041,2178,1339,3498,794,1992,2308,335,174,846,17,2283,3180,535,1878,2091,801,847,2331,680,2429,222,18,1590
2469,2371,133,1021,692,3171,2434,3234,1363,3443,15,2294,1300,412,1819,1756,3015,2208,2790,2172,131,1422,653,3452,2014,1464,3340,3412,2631,2480,1328,1274,192,2594,2814,3072
2453,2277,2197,798,1987,2496,812,2700,1716,3134,2491,1435,2339,2776,1656,2780,1583,2688,472,1596,1831,2295,2019,598,3172,2900,2956,1159,330,1954,342,2860,179,2839,80,59
2003,542,2587,2353,664,897,88,2336,1413,574,437,1067,1649,513,12,42,1790,241,3285,3222,3536,2380,3391,881,642,1459,2160,2304,3058,402,2686,1861,3528,3173,1432,3306
1017,3223,2313,2216,1665,3526,1545,821,3176,3469,395,3255,493,3208,998,2245,3224,2436,1281,1266,622,1970,3091,883,3038,3310,2292,520,1595,2696,3019,3567,2872,2078,2737,1538
2718,1895,3277,2484,802,321,2000,2637,507,1190,557,2858,773,3273,1998,1599,2920,2558,2798,489,3432,499,716,702,2985,1695,1371,1872,3164,1859,1053,532,3081,1913,2548,2429
2495,3395,2352,1053,2798,2574,454,3560,773,489,367,2577,1861,2000,701,1567,3432,3064,3536,3273,3285,2320,2718,1913,2832,2637,829,223,1926,3598,1895,1649,1678,1944,499,3272
1239,2678,1468,1550,1373,163,3575,132,2928,555,779,515,862,1315,691,10,1626,3205,361,1578,1497,1183,3037,2111,1912,2326,3227,772,1810,3093,2778,2616,3325,2075,2318,3101
852,634,1326,3054,1546,2968,1978,366,77,2481,1258,700,3219,431,2376,1154,754,1820,487,1341,3122,1004,2388,427,1724,2516,1993,3515,1488,2048,46,2433,3435,1793,2710,2302
663,1386,3464,732,1548,2421,206,2732,1077,3399,1692,1437,530,53,1128,2871,1818,3423,220,1075,155,1537,1655,207,1643,2023,864,1352,490,1343,3549,3279,725,1321,69,543
317,86,682,1834,251,2590,3263,858,1130,1784,1806,1129,924,2749,987,1601,518,1883,1991,389,229,1971,66,753,2084,2013,3104,3447,479,1573,2852,47,377,3580,611,116
32,2128,3600,3574,167,672,2761,1681,411,644,1748,1359,332,521,455,266,1107,2944,1942,2486,2927,2050,202,2509,1062,811,1180,1631,375,1308,2024,2613,1003,3590,640,2921
1794,2832,829,1509,1122,701,1471,2380,1951,367,430,3560,3306,3598,1965,2626,3285,3395,1790,2103,3432,137,2535,1053,88,683,369,1593,1861,2495,2304,499,146,1672,981,1649
718,3120,3440,275,2462,783,3165,1528,3554,1163,97,29,856,3595,2727,973,2918,3605,2471,762,1821,117,849,2498,2235,648,2892,1862,349,3059,1556,1781,208,1142,819,1683
1158,1319,3167,2983,1995,2847,1923,3130,1175,2034,448,3375,465,1721,397,68,3100,1723,1800,1587,2857,1909,2514,1741,1225,2670,977,1863,797,3314,3587,861,3140,3202,2916,185
672,3574,521,2050,266,2509,1677,1359,2613,411,1473,3590,32,2128,1942,2005,1631,3265,3600,2944,167,1308,2425,345,3437,1107,510,3557,1571,1062,644,2296,1748,1591,1265,1918
3193,751,2375,3541,3544,2667,2077,1543,763,2116,304,2058,1218,3057,3200,3264,280,3030,2593,2753,453,1424,2598,2595,2054,3555,2250,486,2723,2975,731,560,2556,761,3146,660
2914,3570,3059,3599,973,2498,1201,2603,3373,525,1163,3554,3381,1862,3516,1133,2471,718,3188,3010,2727,381,1904,3581,492,275,3595,810,3440,611,2289,1142,1781,1573,1679,2757
1202,1530,205,122,681,3248,1250,698,678,1420,1081,2330,1112,1851,3144,3421,263,3582,1037,1151,953,3131,1262,2156,46,459,120,1148,314,647,2842,1724,2538,893,1478,1846
